id,keyword,matchType,replyTemplate,category,targetType,targetNamesJson,priority,enabled,createdAt,updatedAt,tenantId,syncVersion,deleted,remoteId
1322,"餐具",CONTAINS,"具体房源配有哪些餐具可查看平台的上的信息,,咱们这边房源较多,具体的每一栋情况都写在平台上哦; 平台上介绍及须知下面都有相关的娱乐设备介绍的哦!","通用问题",PROPERTY,"[""通用问题""]",0,0,1780193934108,1780193934108,30c30b28-89d0-4db8-bed4-7666b065355e,178280421786,0,30c30b28-89d0-4db8-bed4-7666b065355e_272
1323,"实拍",CONTAINS,"亲,咱们平台上的图片都是实拍的,每栋别墅装修风格都是独一无二的哦!","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193934076,1780193934076,30c30b28-89d0-4db8-bed4-7666b065355e,178280423884,0,30c30b28-89d0-4db8-bed4-7666b065355e_259
1324,"是否有房？",CONTAINS,"可选择日期,只要能下单的都有房哦!","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193934066,1780193934066,30c30b28-89d0-4db8-bed4-7666b065355e,178280423884,0,30c30b28-89d0-4db8-bed4-7666b065355e_255
1325,"看房, 看一下房子, 实体, 现场",CONTAINS,"1、暂不支持实体看房.平台的图片均实拍的哦!

2、之前有用户借看房之名,到屋子里面拿东西,房东不在现场都不让看.下单后有视频的可以发您参考,视频与您看到的实际一样的! 如果是用于结婚的看位置的可以自行到附近查看哦!

3、入住后发现不对版是可以退款的哦,所以没有看房的必要哦!","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193934093,1780193934093,30c30b28-89d0-4db8-bed4-7666b065355e,178280423884,0,30c30b28-89d0-4db8-bed4-7666b065355e_266
1326,"蚊子",CONTAINS,"别墅绿化较好,离地面较近,或多或少会有一些蚊子,房子里面备有蚊香哦!点蚊香后蚊子就不影响了;蚊香不够可以找房东拿!","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193934077,1780193934077,30c30b28-89d0-4db8-bed4-7666b065355e,178280423884,0,30c30b28-89d0-4db8-bed4-7666b065355e_260
1327,"可以做饭吗, 厨房可以做饭, 厨房, 做饭, 煮食",CONTAINS,"亲,别墅都带有厨房可以做饭的,做饭产生的垃圾要自行清理到垃圾桶,餐具清洗干净放回原位即可! 厨房提供基本做饭工具,及常用的餐具一般按8人配的哦!更多具体的餐具厨具设备可查看平台设备上的设备说明哦!","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193934113,1780193934113,30c30b28-89d0-4db8-bed4-7666b065355e,178280421786,0,30c30b28-89d0-4db8-bed4-7666b065355e_274
1328,"接送",CONTAINS,"亲,咱们这边没有接送服务哦!","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193934059,1780193934059,30c30b28-89d0-4db8-bed4-7666b065355e,178280423884,0,30c30b28-89d0-4db8-bed4-7666b065355e_252
1329,"押金",CONTAINS,"亲,线下收500元押金,退房后保洁做完保洁没发现问题,房东就会退还! 不管酒店或民宿都会收的押金的","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193934053,1780193934053,30c30b28-89d0-4db8-bed4-7666b065355e,178280423884,0,30c30b28-89d0-4db8-bed4-7666b065355e_251
1330,"在景区里面, 离景区多远, 离景区很远吗",CONTAINS,"别墅在美的鹭湖度森林假区里面,到度假区里面的各景点距离较近几十米-1km不等;具体根据不同景点而定哦!","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193934087,1780193934087,30c30b28-89d0-4db8-bed4-7666b065355e,178280423884,0,30c30b28-89d0-4db8-bed4-7666b065355e_264
1331,"买菜, 附近哪里可以买菜, 买炭, 有的买, 买烧烤用品, 买烧烤料, 购物",CONTAINS,"园区内小卖部有送货上门服务,500米左右有安纳希小镇商业街上有生活超市 ,3公里内有对川农贸市场 \杨和市场较多生鲜可以买的哦!购物很方便;景区的价格会相对市场高一点点;","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193934090,1780193934090,30c30b28-89d0-4db8-bed4-7666b065355e,178280423884,0,30c30b28-89d0-4db8-bed4-7666b065355e_265
1332,"早餐",CONTAINS,"咱们这边只提供住宿不提供餐饮服务哦,园区门口有早餐店专门做早餐的,可以到那里购买哦!","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193934068,1780193934068,30c30b28-89d0-4db8-bed4-7666b065355e,178280423884,0,30c30b28-89d0-4db8-bed4-7666b065355e_256
1333,"额外费用, 收费, 费用, 额外收费, 另外加收, 加收, 付费",CONTAINS,"✔︎涉及娱乐项目尺寸、入住押金、消费项目可查看平台的【须知】
1、除了明确说明费用外，其他设备均免费使用;
3、遵守卫生守则,不搞脏乱差,不破坏物品,没有其他额外收费的哦!","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193934083,1780193934083,30c30b28-89d0-4db8-bed4-7666b065355e,178280423884,0,30c30b28-89d0-4db8-bed4-7666b065355e_262
1334,"房间位置, 小区",CONTAINS,"房子为""美的鹭湖森林度假区""里面的别墅,具体位置下单后平台订单上会展示哦,没下单前相关信息发送平台受限哦!","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193934085,1780193934085,30c30b28-89d0-4db8-bed4-7666b065355e,178280423884,0,30c30b28-89d0-4db8-bed4-7666b065355e_263
1335,"周末加收, 周六加钱",CONTAINS,"不同日期的价格不一样,您选择您要入住的日期上面展示的多少钱就多少钱","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193934106,1780193934106,30c30b28-89d0-4db8-bed4-7666b065355e,178280421786,0,30c30b28-89d0-4db8-bed4-7666b065355e_271
1336,"开发票",CONTAINS,"这套房源订价较低,当前价格不包含发票,需开票自行承担5个点的税费哦!","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193934020,1780193934020,30c30b28-89d0-4db8-bed4-7666b065355e,178280423884,0,30c30b28-89d0-4db8-bed4-7666b065355e_233
1337,"能住多少人",CONTAINS,"查看平台的居住人数，1.5的床按2人，1.2按3人，1.8按2-3人计算；","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193934040,1780193934040,30c30b28-89d0-4db8-bed4-7666b065355e,178280423884,0,30c30b28-89d0-4db8-bed4-7666b065355e_243
1338,"如何预订？",CONTAINS,"选择对应的日期.直接下单即可!","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193934030,1780193934030,30c30b28-89d0-4db8-bed4-7666b065355e,178280423884,0,30c30b28-89d0-4db8-bed4-7666b065355e_238
1339,"实地看房",CONTAINS,"1、不支持实体看房.平台的图片都是实拍的哦!可细看平台图片哦！或视频哦

2、之前有用户借看房之名,到屋子里面拿东西,房东不在现场都不让看.下单后有视频的可以发您参考,视频与您看到的实际一样的!","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193934026,1780193934026,30c30b28-89d0-4db8-bed4-7666b065355e,178280423884,0,30c30b28-89d0-4db8-bed4-7666b065355e_236
1340,"附加收费, 额外收费, 垃圾清理标准",CONTAINS,"1\遵守入住守则\垃圾放入垃圾桶，无损坏\脏乱;
2\做饭、烧烤垃圾自行清理干净,都不会产生额外的费用哦！
到目前为止很少用户出现这种情况!","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193934023,1780193934023,30c30b28-89d0-4db8-bed4-7666b065355e,178280423884,0,30c30b28-89d0-4db8-bed4-7666b065355e_234
1341,"烧烤炉, 提供炭吗, 碳烤炉, 炭烧烤, 烧烤, 炭烤, 明火, 烤炉, 烤架",CONTAINS,"免费提供“烧烤炉”，可自备烧烤用的食物、烧烤网、竹签、炭等相关工具；若有需要，周边小店也可方便购买，更有送货上门服务哦！

温馨提示：烧烤及做饭产生的垃圾请自行清理至指定垃圾桶内。需注意的是，若需保洁公司处理此类垃圾，收费较高，为 200 元 / 次，建议大家自行做好垃圾清理，既环保又经济。","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193934027,1780193934027,30c30b28-89d0-4db8-bed4-7666b065355e,178280423884,0,30c30b28-89d0-4db8-bed4-7666b065355e_237
1342,"是否有房？",CONTAINS,"选择对应入住的日期,如果上面显示可以下单的都有房的哦!","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193934042,1780193934042,30c30b28-89d0-4db8-bed4-7666b065355e,178280423884,0,30c30b28-89d0-4db8-bed4-7666b065355e_245
1343,"停车, 免费停车, 停几个车, 辆车, 停几辆, 车位, 几台车",CONTAINS,"1、一栋别墅配有一个专用车位,物业要求,仅能报备一辆进入园区，超出1辆之外,可免费停在保安亭附近的马路边(不堵路即可),停车数量不限;入住当天把入园区车辆的车牌号发给房东报备即可
2、停车均免费哦!  度假区道路较宽,停车方便的哦!停车地方离别墅距离10来米到几十米不等的哦！","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193934038,1780193934038,30c30b28-89d0-4db8-bed4-7666b065355e,178280423884,0,30c30b28-89d0-4db8-bed4-7666b065355e_242
1344,"水世界, 探索王国, 世界, 水上世界",CONTAINS,"同在度假区里面景区有个探索王国.水世界,距离1km左右,开车约3分钟,人均消费50多,自行到景点购票!","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193934046,1780193934046,30c30b28-89d0-4db8-bed4-7666b065355e,178280423884,0,30c30b28-89d0-4db8-bed4-7666b065355e_247
1345,"地址, 位置, 导航, 定位",CONTAINS,"平台的关于订单有房源有地址说明或是 我让房东把地址发您哦!  房东有时可能有事耽搁,一有空就会马上加您发您地址!","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193934047,1780193934047,30c30b28-89d0-4db8-bed4-7666b065355e,178280423884,0,30c30b28-89d0-4db8-bed4-7666b065355e_248
1346,"户型, 面积, 几楼, 几张床, 几房, 床多大的, 多少张床, 几层, 户型分布, 几个房间, 独卫, 几个房, 房间, 床, 卫生间, 住多少人",CONTAINS,"注：【】为订6房才有的
  一楼:
客厅、餐厅厨房、花园面积110m²、卫生间; 
房间1(2人):[1.5米床]
二楼(10-11人):
套房2[1.5床+1.5床+卫浴]
套房3[1.5米床+1.8米沙发床默认沙发+1.5米床+卫浴+浴缸+阳台]
三楼(8人):
套房4[1.5床+1.5床+阳台]
卫浴
【房间5[1.6床沙发床+1.6床沙发床+露台]】
四楼(2人):
房间6:[1.5米床]
✅22：00后需要唱歌，请移步到三楼隔音房间，关好门窗","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193934036,1780193934036,30c30b28-89d0-4db8-bed4-7666b065355e,178280423884,0,30c30b28-89d0-4db8-bed4-7666b065355e_241
1347,"电烤, 烧烤, 炭, 碳, 明火, 烤炉, 炉",CONTAINS,"炭烤：免费提供炭烤炉（炭烤桌中间配 30*80 规格），食物、调料、烤网等需自备；附近小卖部可送货上门，很方便。​
做饭及烧烤垃圾请自行清理至垃圾桶！保洁处理此类垃圾收费 200 元，建议自行处理，避免额外支出。","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193934024,1780193934024,30c30b28-89d0-4db8-bed4-7666b065355e,178280423884,0,30c30b28-89d0-4db8-bed4-7666b065355e_235
1348,"折扣/优惠",CONTAINS,"亲,这一栋是大面积310m²2,022年装修,,装修较好,设备较新,音响美国知名品牌,居家设备全,配有净水器;","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193934044,1780193934044,30c30b28-89d0-4db8-bed4-7666b065355e,178280423884,0,30c30b28-89d0-4db8-bed4-7666b065355e_246
1349,"彭姐安排入住",CONTAINS,"您入住湖光鹭影5街36号由房东彭姐来安排，后续有任何入住问题都可以找彭姐@绿叶子@向日葵 17722782148 
#订房/加房，直接联系我🌹","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193934017,1780193934017,30c30b28-89d0-4db8-bed4-7666b065355e,178280423884,0,30c30b28-89d0-4db8-bed4-7666b065355e_231
1350,"5-35泡池200",CONTAINS,"💰按需收费（不用无相关费用）--平台“须知”有详细 说明：
1、泡池：200/池水（普通热水）恒温2小时+余温约可用4小时；使用请提前1天说明，否则来不及准备！

恒温泡池：
1、多功能（冲浪、按摩功 、SPA水疗）缓解疲劳
2、自动循环过滤、消毒杀菌；多人使用保持干净卫生
3、恒温40°C，寒冬也很热","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193934018,1781658773637,30c30b28-89d0-4db8-bed4-7666b065355e,178280423884,0,30c30b28-89d0-4db8-bed4-7666b065355e_50698
1351,"入住退房时间",CONTAINS,"【入住时间】平日:14:00之后;周末及节假日:14:30之后
【退房时间】次日12:00前
周末及节假日，做完保洁,尽量争取14:00之后入住
预订日期为当天,入住时间须确认好，一般1小时之后","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933992,1780193933992,30c30b28-89d0-4db8-bed4-7666b065355e,178280425848,0,30c30b28-89d0-4db8-bed4-7666b065355e_218
1352,"担心交押金",CONTAINS,"亲，别担心！入住押金的具体金额，在平台入住须知里都有明确说明，缴费过程有支付记录 ，可以放心哦🧡","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193934002,1780193934002,30c30b28-89d0-4db8-bed4-7666b065355e,178280423884,0,30c30b28-89d0-4db8-bed4-7666b065355e_223
1353,"增值项目",CONTAINS,"亲，这些是为丰富您娱乐选择的可选增值服务项目，即便不选，您能体验的娱乐也不少，完全不影响入住；
分开收费其实更划算，不用为不需要的项目买单，要是这些都免费，房费难免会上涨呢。","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193934004,1780193934004,30c30b28-89d0-4db8-bed4-7666b065355e,178280423884,0,30c30b28-89d0-4db8-bed4-7666b065355e_224
1354,"彭姐/阿波入住安排",CONTAINS,"群名称是“入住日期+房号”，后续会由对应房东安排您入住：
🏠五街36号（房东：彭姐）：6房11床；恒温冲浪水疗泡池：150元/池热水
🏠五街35号（房东：曾姐）：6房11床，恒温SPA泡池：150元/池
特别说明：该季节天气冷，泳池暂不开放
两栋押金共1000元，彭姐会在群发收款码统一收取；如需开发票可联系曾姐。两栋别墅情况略有不同，两位房东会分别在群里发入住流程、可选消费项目、注意事项，我也会把每栋对应的户型发到群里，您留意查看就行~","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193934008,1780193934008,30c30b28-89d0-4db8-bed4-7666b065355e,178280423884,0,30c30b28-89d0-4db8-bed4-7666b065355e_226
1355,"木鸟APP退房评价操作步骤",CONTAINS,"木鸟民宿退房后评价操作
下载“木鸟民宿”APP，进入“我的订单”，找到“评价”按钮点击即可。","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933979,1780193933979,30c30b28-89d0-4db8-bed4-7666b065355e,178280425848,0,30c30b28-89d0-4db8-bed4-7666b065355e_211
1356,"周六禁延",CONTAINS,"延迟退房：100元/小时/栋，周六不可延迟；费用未支付前若有新客预订，将无法保留延迟退房。","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933988,1780193933988,30c30b28-89d0-4db8-bed4-7666b065355e,178280425848,0,30c30b28-89d0-4db8-bed4-7666b065355e_216
1357,"退房祝福",CONTAINS,"感谢入住！祝您旅途愉快，万事顺遂，期待下次再为您服务！🌹🌹🌹","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933981,1780193933981,30c30b28-89d0-4db8-bed4-7666b065355e,178280425848,0,30c30b28-89d0-4db8-bed4-7666b065355e_212
1358,"需延迟请提前说关房避免误订",CONTAINS,"如果您这边需要延时退房，延时退房按小时收费哦；需要的话请根我讲一下，明天的房我让平台关掉，避免其它客人误订；无法正常入住，谢谢理解与配合。🌹","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933983,1780193933983,30c30b28-89d0-4db8-bed4-7666b065355e,178280425848,0,30c30b28-89d0-4db8-bed4-7666b065355e_213
1359,"提醒退房否则付费",CONTAINS,"亲，咱们这边最晚的退房时间是12点哦，记得提前准备哦；如果需要延迟退房，请提前说明，100元/栋每小时，我这边好提前关房，避免客人预定哦[玫瑰]","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933984,1780193933984,30c30b28-89d0-4db8-bed4-7666b065355e,178280425848,0,30c30b28-89d0-4db8-bed4-7666b065355e_214
1360,"阿波入住",CONTAINS,"群名称为【入住日期+门牌号】后续由房东阿波来负责,任何与入住相关的问题都可以找房东! @丰盛园林景观阿波13622686843 @ㅤ 
微信没及时回复，有急事，可联系电话如下：
☎️管家苏棋：15207997770 
☎️房东阿波:13622686843","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193934009,1780193934009,30c30b28-89d0-4db8-bed4-7666b065355e,178280423884,0,30c30b28-89d0-4db8-bed4-7666b065355e_227
1361,"邹姐入住",CONTAINS,"群名称为【入住日期+门牌号】后续由房东邹姐来负责您的入住,任何与入住相关的问题都可以找房东!@顺子","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193934013,1780193934013,30c30b28-89d0-4db8-bed4-7666b065355e,178280423884,0,30c30b28-89d0-4db8-bed4-7666b065355e_229
1362,"22点确认提前入住",CONTAINS,"亲，可入住前一天晚上22点后，与房东确认好前一天是否有入住，没有入住的话可以免费提前半个小时。超1个小时之外，可选择付费提前入住哦。🌹🌹🌹","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933994,1780193933994,30c30b28-89d0-4db8-bed4-7666b065355e,178280425848,0,30c30b28-89d0-4db8-bed4-7666b065355e_219
1363,"定价不含泳泡, 推包含",CONTAINS,"亲，我们定价不含泳池、泡池，就是为了给您更实惠的价格。
不是每位客人都会用，打包进去总价会高一些。
不用泳池、泡池的客人，就不用多花冤枉钱。
我可以帮您看看包含泳池、泡池的选项，但价格可能会更高一些。","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933954,1780193933954,30c30b28-89d0-4db8-bed4-7666b065355e,178280425848,0,30c30b28-89d0-4db8-bed4-7666b065355e_199
1364,"借车位",CONTAINS,"隔壁邻居平时不常回来，会多一个车位借给房东使用。
加上房东自家车位，一共可以停两辆车，再多的车辆只能停在岗亭外的马路边。","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933963,1780193933963,30c30b28-89d0-4db8-bed4-7666b065355e,178280425848,0,30c30b28-89d0-4db8-bed4-7666b065355e_203
1365,"夜间问题处理",CONTAINS,"【温馨提示】-夜间问题处理
工作人员22点后休息，有问题请于22点前联系处理好哦！🌷记得留意如下事项：
1、热水器是否有热水
2、蚊香是否够用
3、洗漱用品（沐浴露、洗发水）是否够用晚上有急事，群无回复，可微信语音或电话哦！🙏房东住在5街1号，也可上门联系她处理哦！👍","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933975,1780193933975,30c30b28-89d0-4db8-bed4-7666b065355e,178280425848,0,30c30b28-89d0-4db8-bed4-7666b065355e_209
1366,"打棋电话",CONTAINS,"亲，管家平时事多，要是微信没及时回，可以发微信语音💬，或者打下面的电话：
☎️管家苏棋：15207997770
不用担心打扰！有需要尽管联系，管家收到消息就会赶紧来帮您处理😊","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933967,1780193933967,30c30b28-89d0-4db8-bed4-7666b065355e,178280425848,0,30c30b28-89d0-4db8-bed4-7666b065355e_205
1367,"已到休息时间留言明早回复",CONTAINS,"亲，现在已经到休息时间啦，若还有其他问题可以给我留言，我明天一早就会回复您哦~ 晚安啦~","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933969,1780193933969,30c30b28-89d0-4db8-bed4-7666b065355e,178280425848,0,30c30b28-89d0-4db8-bed4-7666b065355e_206
1368,"有问题平台留言明早第一回复",CONTAINS,"亲，有不清楚的问题，直接在平台窗口留言，明天一早我第一时间答复您哦","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933971,1780193933971,30c30b28-89d0-4db8-bed4-7666b065355e,178280425848,0,30c30b28-89d0-4db8-bed4-7666b065355e_207
1369,"停车",CONTAINS,"1、一栋别墅仅带一个专用停车位,只能报备一辆车入园区，超出1辆之外的可以免费停到保安停旁边(马路边不要堵路即可)

2、入住当天把要停入园区车辆的车牌号,发给房东报备方可顺畅进入园区

3、岗亭外马路边停车都是免费，不限辆哦！","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933961,1780193933961,30c30b28-89d0-4db8-bed4-7666b065355e,178280425848,0,30c30b28-89d0-4db8-bed4-7666b065355e_202
1370,"按需收费更划算",CONTAINS,"1. 包不包含，看定价；
2. 要是都包含在价格里，费用自然会高。考虑不是所有用户都需要，所以按需收费，让大家自由选！更划算！","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933956,1780193933956,30c30b28-89d0-4db8-bed4-7666b065355e,178280425848,0,30c30b28-89d0-4db8-bed4-7666b065355e_200
1371,"停一辆车的原因",CONTAINS,"实在不好意思呀，1栋别墅的专用车位只有1个，园区规定1个车位只能对应报备1辆车进入，系统里1个车位没法提交多辆车的报备信息；
 
岗亭外面的马路边停车是免费的，而且不限数量，停在那儿也很方便，只要不堵路就行","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933965,1780193933965,30c30b28-89d0-4db8-bed4-7666b065355e,178280425848,0,30c30b28-89d0-4db8-bed4-7666b065355e_204
1372,"说明泳池泡池收费",CONTAINS,"特别说明：考虑有些客人未细看平台须知，特别说明泡池、泳池为按需收费项目","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933959,1780193933959,30c30b28-89d0-4db8-bed4-7666b065355e,178280425848,0,30c30b28-89d0-4db8-bed4-7666b065355e_201
1373,"泡池收费算起来总价低",CONTAINS,"亲，泡池高能耗，用的人不多；所以按需收费（不用无相关费用）

加上泡池，房费变高；很多不用的人不愿意为泡池买单的哦

🌹算上泡池费后与同等条件（面积、设备、装修）相比价格也划算很多哦！","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933923,1780193933923,30c30b28-89d0-4db8-bed4-7666b065355e,178280425848,0,30c30b28-89d0-4db8-bed4-7666b065355e_182
1374,"恒温泡池",CONTAINS,"【泡池】150/池水（普通热水）恒温2小时+余温约可用4小时；使用请提前1天说明，否则来不及准备！

恒温泡池：
1、多功能（冲浪、按摩功 、SPA水疗）缓解疲劳
2、自动循环过滤、消毒杀菌；多人使用保持干净卫生
3、  恒温40°C，寒冬也很热","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933946,1780193933946,30c30b28-89d0-4db8-bed4-7666b065355e,178280425848,0,30c30b28-89d0-4db8-bed4-7666b065355e_194
1375,"泡池分开收费原因",CONTAINS,"泡池为可选项目，不包含在房费内；您可按需选择使用，用则收费、不用不收费，为您节省不必要的开支。","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933951,1780193933951,30c30b28-89d0-4db8-bed4-7666b065355e,178280425848,0,30c30b28-89d0-4db8-bed4-7666b065355e_197
1376,"泡池泳池不用不收费",CONTAINS,"💰按需收费项目，考虑有些用户没有细看平台【须知】，特别说明：⭐️泡池、泳池按需收费，不使用无该项费用！","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933949,1780193933949,30c30b28-89d0-4db8-bed4-7666b065355e,178280425848,0,30c30b28-89d0-4db8-bed4-7666b065355e_196
1377,"泳池免泡池收",CONTAINS,"【常温泳池】常温泳池免费，不包含特殊要求，全新换水；
【泡池】150/池水（普通热水）恒温2小时+余温约可用4小时；
使用请提前1天说明，否则来不及准备！
恒温泡池：
1、多功能（冲浪、按摩功 、SPA水疗）缓解疲劳
2、自动循环过滤、消毒杀菌；多人使用保持干净卫生
3、  恒温40°C，寒冬也很热","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933945,1780193933945,30c30b28-89d0-4db8-bed4-7666b065355e,178280425848,0,30c30b28-89d0-4db8-bed4-7666b065355e_193
1378,"恒温泳池收费",CONTAINS,"恒温泳池按需收费
1、第一晚1500元；第二晚起每晚1000元
2、恒温泳池水温为30℃，同游泳馆的恒温泳池水的温度差不多；没有冬泳习惯的不建议用，会觉得冷哦，
3、能耗成本也较高的哦!人多平摊成本还可以,人少的话建议用泡池划算一些；","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933929,1780193933929,30c30b28-89d0-4db8-bed4-7666b065355e,178280425848,0,30c30b28-89d0-4db8-bed4-7666b065355e_185
1379,"泡池免费",CONTAINS,"1、【泡池】免费送一池普通热水（仅限晴天），建议白天使用！
※若用提前1天说明，并于入住当天16：00前与房东确认好放水时间 ；以免太晚了工作人员下班无法使用！
2、1-4月、11-12月天气冷，泳池、花型儿童池不开放。","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933948,1780193933948,30c30b28-89d0-4db8-bed4-7666b065355e,178280425848,0,30c30b28-89d0-4db8-bed4-7666b065355e_195
1380,"恒温泡池价低水热可用4小时",CONTAINS,"亲，恒温泡池价格低/水温高，使用时长久，恒温+余温可以用4个小时，您看是否需要给您推荐恒温泡池的房源🌹","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933930,1780193933930,30c30b28-89d0-4db8-bed4-7666b065355e,178280425848,0,30c30b28-89d0-4db8-bed4-7666b065355e_186
1381,"循200 新500",CONTAINS,"🚩 默认不使用无相关费用，如需使用，请提前1天说明

【常温泳池收费】循环用水（鹭湖包泳池均这种方式）：200/晚  全新加水：500/晚；

  ※🌷当泳池干池或水质不宜循环用时，只能全新加水；可提前1天与房东确认水质情况，自由选择；

【泡池】150元一池水（普通热水）

🥰考虑用户不一定细看，平台#须知#，涉及费用特别说明；不用无相关费用哦！🌹","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933952,1780193933952,30c30b28-89d0-4db8-bed4-7666b065355e,178280425848,0,30c30b28-89d0-4db8-bed4-7666b065355e_198
1382,"去水世界",CONTAINS,"这一套没有泳池,园区附近有水世界,开车3分钟左右,门票只要几十块(人均58左右经常波动);泳池的溢价够您在水世界玩很多次了","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193934018,1780193933702,30c30b28-89d0-4db8-bed4-7666b065355e,178280423884,0,30c30b28-89d0-4db8-bed4-7666b065355e_50756
1383,"泡池放水水压小原因",CONTAINS,"亲，咱们的水压是受市政管网管控的哦！整个鹭湖都一样哦；我们也没办法控制变大😅，泡池放满水，预计要2个小时哦。🌹辛苦您耐心等待哦！","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933903,1780193933903,30c30b28-89d0-4db8-bed4-7666b065355e,178280427671,0,30c30b28-89d0-4db8-bed4-7666b065355e_172
1384,"带宠物要求",CONTAINS,"亲，可以带宠物，但务必注意宠物卫生。
1、宠物请圈养在花园，禁止入屋内及下泳池或泡池玩水，不能随地排泄、掉毛，不能破坏物品或损坏家具
2、度假区保洁费用较高，宠物产生的垃圾需自行清理垃圾桶，避免产生额外保洁费🙏","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933897,1780193933897,30c30b28-89d0-4db8-bed4-7666b065355e,178280427671,0,30c30b28-89d0-4db8-bed4-7666b065355e_169
1385,"冬天滑梯可用",CONTAINS,"泳池无水暂不开放，滑滑梯可正常使用。","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933916,1780193933916,30c30b28-89d0-4db8-bed4-7666b065355e,178280425848,0,30c30b28-89d0-4db8-bed4-7666b065355e_178
1386,"泳池循环用水干净",CONTAINS,"1、泳池自带水循环净化系统；每次使用前工作人员会消毒、清污并补充部分新水，不定期全池清洁更换新水；所有私家泳池均采用循环用水；
2、非一客一换，除非泡池或刚好入住那天赶上换水；
    若要全新换水费用另收，换一次水约4-6小时，需要请提前一天说明；","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933901,1780193933901,30c30b28-89d0-4db8-bed4-7666b065355e,178280427671,0,30c30b28-89d0-4db8-bed4-7666b065355e_171
1387,"鹭湖无温泉",CONTAINS,"亲，当地所谓的温泉都是普通热水，包括半山汤谷，并无真温泉。泡池里面放热水为温泉，冬天大人祛湿或者说小朋友玩水；","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933918,1780193933918,30c30b28-89d0-4db8-bed4-7666b065355e,178280425848,0,30c30b28-89d0-4db8-bed4-7666b065355e_179
